ts_ms,trade_id,side,size,px,lhs_ccy,rhs_ccy
1682984804875.0,1482,S,6000.0,2.946875,ZTA,USD
1682990504050.0,1614,S,2000.0,2.9264,ZTA,USD
1682897601675.0,29,S,9000.0,2.9052499999999997,ZTA,USD
1683044025150.0,2497,B,7000.0,2.913175,ZTA,USD
1682901392850.0,82,B,3000.0,2.90805,ZTA,USD
1682966141325.0,1129,S,8000.0,2.95,ZTA,USD
1683015340950.0,2029,S,10000.0,2.937325,ZTA,USD
1683053747825.0,2678,S,6000.0,2.90995,ZTA,USD
1683050497925.0,2620,S,5000.0,2.9276,ZTA,USD
1682972988125.0,1251,S,4000.0,2.95485,ZTA,USD
1682932126125.0,605,B,1000.0,2.9163750000000004,ZTA,USD
1683010671775.0,1950,S,1000.0,2.9280999999999997,ZTA,USD
1682988738650.0,1578,S,10000.0,2.93445,ZTA,USD
1682945086925.0,837,B,7000.0,2.874425,ZTA,USD
1682975995575.0,1299,S,8000.0,2.9559,ZTA,USD
1683056821225.0,2767,S,4000.0,2.9124999999999996,ZTA,USD
1683029107550.0,2260,S,10000.0,2.912175,ZTA,USD
1683001759075.0,1822,B,8000.0,2.942075,ZTA,USD
1683044622675.0,2501,B,1000.0,2.91695,ZTA,USD
1682895809650.0,3,B,8000.0,2.902825,ZTA,USD
1682911704550.0,240,S,5000.0,2.9019250000000003,ZTA,USD
1683055502775.0,2730,B,9000.0,2.915175,ZTA,USD
1682972579450.0,1248,B,2000.0,2.9530499999999997,ZTA,USD
1682971417575.0,1218,B,1000.0,2.951175,ZTA,USD
1682925402450.0,498,S,9000.0,2.912475,ZTA,USD
1682978629550.0,1345,S,4000.0,2.952775,ZTA,USD
1682919354575.0,388,B,2000.0,2.90615,ZTA,USD
1683059321425.0,2823,B,3000.0,2.92245,ZTA,USD
1682987084025.0,1537,B,10000.0,2.937875,ZTA,USD
1682986944075.0,1533,B,1000.0,2.939425,ZTA,USD
1682916541325.0,323,B,2000.0,2.9011750000000003,ZTA,USD
1683038218350.0,2371,S,8000.0,2.916425,ZTA,USD
1682928685350.0,548,B,5000.0,2.900825,ZTA,USD
1682978629950.0,1348,S,2000.0,2.952625,ZTA,USD
1682984239950.0,1462,B,4000.0,2.947425,ZTA,USD
1682925925425.0,500,B,6000.0,2.9186750000000004,ZTA,USD
1682983946825.0,1454,B,3000.0,2.9436,ZTA,USD
1682969610125.0,1186,B,7000.0,2.9434,ZTA,USD
1683045011875.0,2504,S,2000.0,2.9211500000000004,ZTA,USD
1682933519075.0,633,B,7000.0,2.9114250000000004,ZTA,USD
1682969875750.0,1195,S,6000.0,2.94705,ZTA,USD
1682897478975.0,27,S,6000.0,2.9019,ZTA,USD
1682897233450.0,20,B,4000.0,2.9012000000000002,ZTA,USD
1683066521975.0,2940,S,9000.0,2.9427499999999998,ZTA,USD
1682906723325.0,153,S,5000.0,2.906225,ZTA,USD
1682907376825.0,160,B,3000.0,2.9051,ZTA,USD
1683020915275.0,2132,B,7000.0,2.9285750000000004,ZTA,USD
1682938004625.0,715,S,1000.0,2.901525,ZTA,USD
1682980965475.0,1397,S,5000.0,2.943175,ZTA,USD
1683059023225.0,2810,B,8000.0,2.92405,ZTA,USD
1683030921725.0,2279,S,9000.0,2.909525,ZTA,USD
1682941877875.0,777,S,7000.0,2.876075,ZTA,USD
1683005934425.0,1879,S,8000.0,2.934575,ZTA,USD
1683041406950.0,2447,B,2000.0,2.9158,ZTA,USD
1682925037525.0,492,S,6000.0,2.9128499999999997,ZTA,USD
1682994759175.0,1703,B,2000.0,2.937675,ZTA,USD
1682999602025.0,1791,B,10000.0,2.932675,ZTA,USD
1682980845250.0,1389,B,2000.0,2.9472,ZTA,USD
1683041507925.0,2454,S,1000.0,2.91415,ZTA,USD
1682950896975.0,925,B,2000.0,2.8769750000000003,ZTA,USD
1683056819650.0,2765,B,10000.0,2.91255,ZTA,USD
1683055542125.0,2735,B,4000.0,2.9154250000000004,ZTA,USD
1683054749025.0,2712,S,2000.0,2.9128249999999998,ZTA,USD
1682912242450.0,243,S,4000.0,2.8983250000000003,ZTA,USD
1682929957975.0,563,S,4000.0,2.916175,ZTA,USD
1682911539025.0,228,S,3000.0,2.900125,ZTA,USD
1682909031775.0,183,B,5000.0,2.908475,ZTA,USD
1682988504750.0,1567,S,4000.0,2.9344,ZTA,USD
1683037443850.0,2359,S,1000.0,2.909825,ZTA,USD
1682952414675.0,935,B,3000.0,2.880325,ZTA,USD
1683065922875.0,2932,B,9000.0,2.944775,ZTA,USD
1682999601950.0,1790,B,4000.0,2.932625,ZTA,USD
1683063633425.0,2899,B,5000.0,2.934525,ZTA,USD
1682951057125.0,927,S,9000.0,2.874825,ZTA,USD
1682969716875.0,1188,B,3000.0,2.9444500000000002,ZTA,USD
1683058870250.0,2801,S,3000.0,2.92545,ZTA,USD
1682934944450.0,656,B,9000.0,2.903525,ZTA,USD
1683041647825.0,2461,S,10000.0,2.9145,ZTA,USD
1682912720275.0,253,S,7000.0,2.899425,ZTA,USD
1682926343825.0,512,S,8000.0,2.910325,ZTA,USD
1682993234025.0,1672,S,5000.0,2.92985,ZTA,USD
1682959056925.0,1043,S,9000.0,2.9104500000000004,ZTA,USD
1683036634875.0,2352,B,3000.0,2.9135250000000004,ZTA,USD
1682972882525.0,1250,B,3000.0,2.9532999999999996,ZTA,USD
1683051056975.0,2632,S,5000.0,2.926225,ZTA,USD
1683039067375.0,2395,S,10000.0,2.9143499999999998,ZTA,USD
1683010953475.0,1954,B,2000.0,2.9297,ZTA,USD
1683013690025.0,1990,B,2000.0,2.9346750000000004,ZTA,USD
1683015860025.0,2039,B,9000.0,2.934375,ZTA,USD
1682927401325.0,524,B,10000.0,2.900825,ZTA,USD
1683022409325.0,2150,B,5000.0,2.928075,ZTA,USD
1683018375225.0,2084,S,10000.0,2.9334249999999997,ZTA,USD
1683003634725.0,1842,B,7000.0,2.9422499999999996,ZTA,USD
1682901435325.0,90,S,8000.0,2.90945,ZTA,USD
1683052792150.0,2659,S,3000.0,2.9154,ZTA,USD
1683017054275.0,2061,S,6000.0,2.930875,ZTA,USD
1683044175350.0,2498,B,7000.0,2.915025,ZTA,USD
1682905922225.0,143,S,9000.0,2.906575,ZTA,USD
1682906280850.0,151,B,6000.0,2.909075,ZTA,USD
1683002226950.0,1828,S,1000.0,2.941775,ZTA,USD
1682950508225.0,920,S,2000.0,2.880425,ZTA,USD
1682979245625.0,1356,B,2000.0,2.951625,ZTA,USD
1682997065350.0,1745,S,3000.0,2.93775,ZTA,USD
1683059387150.0,2824,S,9000.0,2.9244000000000003,ZTA,USD
1683027684250.0,2238,B,8000.0,2.928275,ZTA,USD
1682970988825.0,1211,B,7000.0,2.948525,ZTA,USD
1683005445325.0,1872,S,9000.0,2.9404500000000002,ZTA,USD
1683066393450.0,2937,B,2000.0,2.94435,ZTA,USD
1682929501450.0,555,B,3000.0,2.9105250000000003,ZTA,USD
1682991678425.0,1637,B,7000.0,2.9296499999999996,ZTA,USD
1683010197375.0,1941,B,7000.0,2.92665,ZTA,USD
1682981145825.0,1402,S,8000.0,2.943125,ZTA,USD
1682986902025.0,1530,B,7000.0,2.938025,ZTA,USD
1682983049925.0,1424,B,7000.0,2.941925,ZTA,USD
1682909860225.0,203,S,6000.0,2.9031,ZTA,USD
1683038409975.0,2382,S,4000.0,2.914075,ZTA,USD
1683015713150.0,2036,B,4000.0,2.9368250000000002,ZTA,USD
1682907382225.0,161,S,6000.0,2.9048,ZTA,USD
1682999428475.0,1782,S,6000.0,2.9343250000000003,ZTA,USD
1682990715325.0,1618,S,5000.0,2.92855,ZTA,USD
1683010196925.0,1940,B,10000.0,2.9266,ZTA,USD
1682988728275.0,1573,B,1000.0,2.9348,ZTA,USD
1682962586750.0,1080,S,8000.0,2.92985,ZTA,USD
1682900537325.0,72,B,1000.0,2.900575,ZTA,USD
1682959525825.0,1047,S,9000.0,2.9178,ZTA,USD
1682927983725.0,532,B,2000.0,2.900325,ZTA,USD
1683007751725.0,1904,B,10000.0,2.925175,ZTA,USD
1682927335325.0,523,S,6000.0,2.899675,ZTA,USD
1682935499125.0,672,B,3000.0,2.9103250000000003,ZTA,USD
1683051546975.0,2639,B,3000.0,2.922725,ZTA,USD
1683056694550.0,2762,B,10000.0,2.9135,ZTA,USD
1683038164725.0,2369,B,1000.0,2.915525,ZTA,USD
1683066522025.0,2941,S,10000.0,2.94265,ZTA,USD
1683050503225.0,2623,S,4000.0,2.92655,ZTA,USD
1682988115650.0,1564,B,9000.0,2.9312,ZTA,USD
1683023373875.0,2174,B,1000.0,2.927975,ZTA,USD
1682923500675.0,466,B,5000.0,2.9252000000000002,ZTA,USD
1682984826225.0,1489,B,10000.0,2.9461749999999998,ZTA,USD
1683004209725.0,1858,S,7000.0,2.9459500000000003,ZTA,USD
1682977760225.0,1327,S,10000.0,2.95275,ZTA,USD
1683035557075.0,2335,B,1000.0,2.914175,ZTA,USD
1683061350275.0,2855,S,5000.0,2.92895,ZTA,USD
1683055532925.0,2731,S,4000.0,2.915075,ZTA,USD
1682974739125.0,1277,B,6000.0,2.9593249999999998,ZTA,USD
1683038246225.0,2374,S,5000.0,2.914525,ZTA,USD
1682962758650.0,1082,B,9000.0,2.9301,ZTA,USD
1682983948525.0,1458,B,8000.0,2.94395,ZTA,USD
1683007877575.0,1905,B,3000.0,2.928175,ZTA,USD
1682999435650.0,1783,S,8000.0,2.933825,ZTA,USD
1682977508175.0,1322,B,6000.0,2.9532,ZTA,USD
1682897274775.0,21,B,4000.0,2.9013500000000003,ZTA,USD
1682937021750.0,693,S,4000.0,2.901425,ZTA,USD
1683030260050.0,2272,B,10000.0,2.9083750000000004,ZTA,USD
1682910333450.0,211,B,10000.0,2.9056,ZTA,USD
1682969058125.0,1172,B,4000.0,2.9444250000000003,ZTA,USD
1682921872525.0,425,B,1000.0,2.914825,ZTA,USD
1683059259775.0,2817,S,3000.0,2.92355,ZTA,USD
1682948225675.0,882,S,5000.0,2.873525,ZTA,USD
1682901096650.0,79,S,1000.0,2.910475,ZTA,USD
1682952523050.0,939,S,7000.0,2.8796,ZTA,USD
1682979130125.0,1355,S,1000.0,2.952775,ZTA,USD
1682998956925.0,1773,S,1000.0,2.938575,ZTA,USD
1683041407025.0,2448,B,6000.0,2.9158500000000003,ZTA,USD
1683045966150.0,2524,B,4000.0,2.9206,ZTA,USD
1683015787550.0,2038,S,1000.0,2.934975,ZTA,USD
1682920581150.0,412,B,5000.0,2.913875,ZTA,USD
1683058311350.0,2789,S,7000.0,2.925125,ZTA,USD
1683048024925.0,2578,S,3000.0,2.928325,ZTA,USD
1682986027975.0,1511,B,8000.0,2.94605,ZTA,USD
1683054457850.0,2700,S,4000.0,2.912025,ZTA,USD
1682940700225.0,758,S,10000.0,2.880325,ZTA,USD
1682896212650.0,9,S,8000.0,2.9046250000000002,ZTA,USD
1683019615025.0,2117,B,6000.0,2.926975,ZTA,USD
1682992989675.0,1664,B,4000.0,2.931375,ZTA,USD
1683035272225.0,2332,S,2000.0,2.910675,ZTA,USD
1682944626750.0,830,B,8000.0,2.876475,ZTA,USD
1682949085125.0,893,B,4000.0,2.8701250000000003,ZTA,USD
1683056203950.0,2753,B,5000.0,2.9159,ZTA,USD
1682944054225.0,825,S,5000.0,2.873625,ZTA,USD
1682958402375.0,1038,S,6000.0,2.9043,ZTA,USD
1682904708325.0,112,B,5000.0,2.90475,ZTA,USD
1682924197575.0,483,S,5000.0,2.9255,ZTA,USD
1682931944775.0,598,B,8000.0,2.9167750000000003,ZTA,USD
1682917824775.0,354,B,1000.0,2.9057999999999997,ZTA,USD
1683055802550.0,2740,S,7000.0,2.91175,ZTA,USD
1682954703275.0,964,S,10000.0,2.89755,ZTA,USD
1683032313575.0,2296,S,5000.0,2.903025,ZTA,USD
1682938036725.0,718,S,5000.0,2.901475,ZTA,USD
1682950003775.0,908,S,8000.0,2.875475,ZTA,USD
1683047968875.0,2577,B,1000.0,2.928725,ZTA,USD
1683055862275.0,2742,S,10000.0,2.9103999999999997,ZTA,USD
1682993789850.0,1685,S,8000.0,2.9311,ZTA,USD
1682986027775.0,1509,B,2000.0,2.94595,ZTA,USD
1682934179325.0,646,S,1000.0,2.909275,ZTA,USD
1682943619950.0,813,B,3000.0,2.8733250000000004,ZTA,USD
1683015245850.0,2020,B,2000.0,2.937625,ZTA,USD
1682955803725.0,987,S,9000.0,2.900125,ZTA,USD
1683005330850.0,1865,B,8000.0,2.9406999999999996,ZTA,USD
1682936469175.0,688,B,8000.0,2.9038250000000003,ZTA,USD
1682930187375.0,572,B,6000.0,2.917825,ZTA,USD
1682934945075.0,657,B,7000.0,2.9036250000000003,ZTA,USD
1682905869350.0,132,B,1000.0,2.905175,ZTA,USD
1683014779575.0,2008,S,5000.0,2.934075,ZTA,USD
1682897296850.0,22,S,4000.0,2.90225,ZTA,USD
1682924689750.0,488,S,4000.0,2.9208,ZTA,USD
1683047962075.0,2575,B,5000.0,2.927325,ZTA,USD
1683007584050.0,1903,S,10000.0,2.9236750000000002,ZTA,USD
1682913986750.0,277,B,5000.0,2.8988,ZTA,USD
1683025031475.0,2192,S,5000.0,2.925625,ZTA,USD
1682947266725.0,859,B,8000.0,2.8693750000000002,ZTA,USD
1682970122875.0,1200,S,5000.0,2.94365,ZTA,USD
1683038246175.0,2373,S,10000.0,2.914575,ZTA,USD
1682922383975.0,442,S,8000.0,2.9162999999999997,ZTA,USD
1683039512325.0,2401,S,1000.0,2.9188,ZTA,USD
1683009348350.0,1921,S,5000.0,2.9245,ZTA,USD
1683005331350.0,1868,B,9000.0,2.941,ZTA,USD
1682997954925.0,1756,B,1000.0,2.942025,ZTA,USD
1683044275375.0,2499,B,5000.0,2.915575,ZTA,USD
1682904591425.0,111,B,4000.0,2.9044,ZTA,USD
1683033750225.0,2314,S,7000.0,2.910025,ZTA,USD
1683046336850.0,2527,B,8000.0,2.91985,ZTA,USD
1682935632075.0,674,B,7000.0,2.9099250000000003,ZTA,USD
1682969967725.0,1199,S,5000.0,2.94515,ZTA,USD
1682913898025.0,276,S,9000.0,2.8965,ZTA,USD
1683050060225.0,2617,B,9000.0,2.93085,ZTA,USD
1683048304425.0,2581,B,2000.0,2.9245750000000004,ZTA,USD
1683010268875.0,1943,B,6000.0,2.9280500000000003,ZTA,USD
1683027838250.0,2244,B,3000.0,2.929075,ZTA,USD
1682921873075.0,427,B,9000.0,2.914975,ZTA,USD
1683048756850.0,2594,B,3000.0,2.923175,ZTA,USD
1682954704350.0,969,S,5000.0,2.89715,ZTA,USD
1682902417650.0,97,S,10000.0,2.90755,ZTA,USD
1683009505225.0,1927,S,8000.0,2.9231,ZTA,USD
1683048814825.0,2598,B,5000.0,2.9224750000000004,ZTA,USD
1683023340975.0,2170,S,10000.0,2.926625,ZTA,USD
1682902030125.0,93,B,7000.0,2.9043,ZTA,USD
1683046742450.0,2545,S,8000.0,2.9200000000000004,ZTA,USD
1683062417650.0,2873,B,5000.0,2.93445,ZTA,USD
1683043440175.0,2493,S,1000.0,2.913825,ZTA,USD
1683016575125.0,2052,B,3000.0,2.938375,ZTA,USD
1682947398375.0,871,B,7000.0,2.8723750000000003,ZTA,USD
1682924396050.0,485,B,2000.0,2.92775,ZTA,USD
1682977666425.0,1325,B,8000.0,2.9525,ZTA,USD
1683048849675.0,2600,S,10000.0,2.922825,ZTA,USD
1682994759350.0,1705,B,9000.0,2.937875,ZTA,USD
1682911665025.0,239,S,4000.0,2.901525,ZTA,USD
1682909844075.0,198,S,8000.0,2.9036,ZTA,USD
1682935298350.0,667,B,8000.0,2.906775,ZTA,USD
1682996681975.0,1740,B,5000.0,2.9394,ZTA,USD
1682972388750.0,1243,B,7000.0,2.9551,ZTA,USD
1683036810175.0,2353,S,1000.0,2.914775,ZTA,USD
1682933807275.0,641,S,9000.0,2.909775,ZTA,USD
1682963401675.0,1089,B,9000.0,2.9325,ZTA,USD
1682988738275.0,1577,S,10000.0,2.9345,ZTA,USD
1682957584250.0,1025,S,6000.0,2.9045750000000004,ZTA,USD
1682975697625.0,1298,B,8000.0,2.9527,ZTA,USD
1682915571475.0,311,B,8000.0,2.896675,ZTA,USD
1682897478725.0,26,S,5000.0,2.90195,ZTA,USD
1683023804975.0,2180,B,2000.0,2.928275,ZTA,USD
1682964992675.0,1108,B,4000.0,2.953825,ZTA,USD
1683026863250.0,2219,S,8000.0,2.923825,ZTA,USD
1683066174525.0,2934,S,10000.0,2.9456249999999997,ZTA,USD
1682996308425.0,1733,S,1000.0,2.9404,ZTA,USD
1682919054250.0,382,S,2000.0,2.9085,ZTA,USD
1682948225825.0,884,S,3000.0,2.873375,ZTA,USD
1682915379450.0,308,B,4000.0,2.899175,ZTA,USD
1683041434825.0,2451,S,3000.0,2.91335,ZTA,USD
1683054748650.0,2710,S,10000.0,2.912925,ZTA,USD
1682983050250.0,1426,B,6000.0,2.942125,ZTA,USD
1682999436050.0,1785,S,6000.0,2.933725,ZTA,USD
1683064375750.0,2912,S,3000.0,2.9385,ZTA,USD
1682993047575.0,1670,S,1000.0,2.931325,ZTA,USD
1682993047225.0,1669,S,2000.0,2.931425,ZTA,USD
1683050059975.0,2616,B,7000.0,2.9308,ZTA,USD
1683036109175.0,2340,B,6000.0,2.913975,ZTA,USD
1682929870825.0,560,B,5000.0,2.9165750000000004,ZTA,USD
1682912759475.0,255,S,6000.0,2.899125,ZTA,USD
1682962376350.0,1077,S,5000.0,2.9320749999999998,ZTA,USD
1683017003875.0,2057,S,3000.0,2.932675,ZTA,USD
1683051547425.0,2640,B,3000.0,2.922775,ZTA,USD
1683013077950.0,1984,S,3000.0,2.939175,ZTA,USD
1683063633175.0,2898,B,10000.0,2.934475,ZTA,USD
1682984694875.0,1477,S,8000.0,2.9492249999999998,ZTA,USD
1683062418575.0,2876,B,4000.0,2.9346,ZTA,USD
1683004114475.0,1851,S,10000.0,2.9464,ZTA,USD
1683058214375.0,2785,B,8000.0,2.923425,ZTA,USD
1682937108575.0,705,B,9000.0,2.901825,ZTA,USD
1683058317250.0,2790,S,4000.0,2.923975,ZTA,USD
1682935778375.0,676,S,9000.0,2.908575,ZTA,USD
1682923963225.0,471,S,4000.0,2.92765,ZTA,USD
1682933683750.0,638,S,9000.0,2.910275,ZTA,USD
1682966141275.0,1128,S,2000.0,2.95005,ZTA,USD
1683033139550.0,2301,S,4000.0,2.9080749999999997,ZTA,USD
1682938384525.0,726,S,1000.0,2.902575,ZTA,USD
1683040108475.0,2419,B,4000.0,2.9169,ZTA,USD
1682989469325.0,1601,B,7000.0,2.936825,ZTA,USD
1683026090575.0,2206,B,3000.0,2.9261250000000003,ZTA,USD
1682934021450.0,643,B,2000.0,2.9118250000000003,ZTA,USD
1683023330175.0,2167,B,3000.0,2.927325,ZTA,USD
1682983427050.0,1441,S,3000.0,2.93845,ZTA,USD
1683007105350.0,1893,B,7000.0,2.928675,ZTA,USD
1682927313650.0,521,S,9000.0,2.899375,ZTA,USD
1683020863950.0,2129,S,7000.0,2.928825,ZTA,USD
1682917362350.0,342,S,7000.0,2.9003,ZTA,USD
1683000352950.0,1806,B,3000.0,2.9388,ZTA,USD
1683018446550.0,2094,B,9000.0,2.932475,ZTA,USD
1682986714925.0,1528,S,10000.0,2.939175,ZTA,USD
1682914865850.0,302,S,10000.0,2.8970000000000002,ZTA,USD
1683034841250.0,2327,B,3000.0,2.910925,ZTA,USD
1683056466025.0,2759,B,2000.0,2.9151000000000002,ZTA,USD
1682945885775.0,849,S,4000.0,2.874275,ZTA,USD
1683054360525.0,2693,B,5000.0,2.9119750000000004,ZTA,USD
1682978385825.0,1337,B,5000.0,2.95425,ZTA,USD
1682976322575.0,1303,S,9000.0,2.948325,ZTA,USD
1682929086825.0,551,B,3000.0,2.9053250000000004,ZTA,USD
1682914245325.0,284,S,3000.0,2.896,ZTA,USD
1682992189025.0,1646,B,9000.0,2.931525,ZTA,USD
1682905868850.0,130,B,7000.0,2.905025,ZTA,USD
1682920222275.0,403,B,4000.0,2.911675,ZTA,USD
1682912242675.0,244,S,2000.0,2.898225,ZTA,USD
1682899855750.0,54,B,9000.0,2.8946,ZTA,USD
1682964621850.0,1104,B,5000.0,2.954025,ZTA,USD
1683056159825.0,2752,B,7000.0,2.9141000000000004,ZTA,USD
1683044024875.0,2496,B,5000.0,2.913075,ZTA,USD
1683007274525.0,1894,S,2000.0,2.928275,ZTA,USD
1683003482725.0,1840,S,3000.0,2.9435249999999997,ZTA,USD
1682930018650.0,566,S,10000.0,2.916625,ZTA,USD
1683068237175.0,2970,B,8000.0,2.949125,ZTA,USD
1682982727825.0,1417,S,4000.0,2.9478750000000002,ZTA,USD
1683058870850.0,2803,S,3000.0,2.9253,ZTA,USD
1682920720350.0,416,S,5000.0,2.911225,ZTA,USD
1682925313075.0,494,B,3000.0,2.913625,ZTA,USD
1682959010825.0,1041,S,8000.0,2.9125,ZTA,USD
1683051510175.0,2637,B,6000.0,2.921525,ZTA,USD
1682951876575.0,932,S,8000.0,2.8745249999999998,ZTA,USD
1682942098175.0,783,B,1000.0,2.8779250000000003,ZTA,USD
1682964992975.0,1109,B,1000.0,2.953925,ZTA,USD
1682940134075.0,749,S,5000.0,2.883725,ZTA,USD
1682917188150.0,331,B,9000.0,2.904675,ZTA,USD
1682985155975.0,1497,B,1000.0,2.947075,ZTA,USD
1682900452150.0,70,S,10000.0,2.902425,ZTA,USD
1683053756550.0,2679,S,3000.0,2.91005,ZTA,USD
1683015385475.0,2031,S,1000.0,2.935875,ZTA,USD
1682917774725.0,352,B,9000.0,2.90595,ZTA,USD
1682977483825.0,1319,S,6000.0,2.9523,ZTA,USD
1683048873950.0,2601,S,1000.0,2.9234,ZTA,USD
1682955998625.0,993,S,1000.0,2.9011750000000003,ZTA,USD
1683005445525.0,1873,S,5000.0,2.94035,ZTA,USD
1683060732350.0,2845,S,5000.0,2.9290249999999998,ZTA,USD
1683048406850.0,2583,S,6000.0,2.923225,ZTA,USD
1682924090775.0,482,B,2000.0,2.92705,ZTA,USD
1682980084850.0,1376,S,8000.0,2.9537,ZTA,USD
1682940522850.0,751,B,5000.0,2.882825,ZTA,USD
1682934443450.0,649,S,8000.0,2.9052249999999997,ZTA,USD
1683033652475.0,2311,B,4000.0,2.9112250000000004,ZTA,USD
1682908663450.0,181,S,2000.0,2.904525,ZTA,USD
1683064020650.0,2903,B,9000.0,2.9362500000000002,ZTA,USD
1683048164375.0,2579,B,3000.0,2.927775,ZTA,USD
1682974146175.0,1270,S,10000.0,2.9623749999999998,ZTA,USD
1683041647950.0,2462,S,8000.0,2.91445,ZTA,USD
1682900401950.0,67,B,7000.0,2.901475,ZTA,USD
1683001176125.0,1814,B,10000.0,2.93835,ZTA,USD
1682939791225.0,745,S,2000.0,2.8899749999999997,ZTA,USD
1682983947975.0,1457,B,8000.0,2.9438500000000003,ZTA,USD
1682940969250.0,759,B,10000.0,2.879175,ZTA,USD
1682918508650.0,367,S,6000.0,2.9038500000000003,ZTA,USD
1683030891375.0,2277,B,7000.0,2.9114250000000004,ZTA,USD
1682922368950.0,439,B,10000.0,2.9158500000000003,ZTA,USD
1682971580875.0,1229,S,6000.0,2.951175,ZTA,USD
1682919960950.0,401,B,4000.0,2.909675,ZTA,USD
1682995131475.0,1717,B,1000.0,2.945225,ZTA,USD
1683021732775.0,2138,B,8000.0,2.925125,ZTA,USD
1682936536175.0,691,S,9000.0,2.903225,ZTA,USD
1682914899575.0,304,S,7000.0,2.89625,ZTA,USD
1682999602175.0,1792,B,3000.0,2.932775,ZTA,USD
1682964860750.0,1107,B,4000.0,2.953925,ZTA,USD
1682907149525.0,155,B,8000.0,2.90675,ZTA,USD
1682932890950.0,616,B,5000.0,2.915325,ZTA,USD
1682922927625.0,453,B,9000.0,2.91745,ZTA,USD
1682918778775.0,374,B,5000.0,2.9053,ZTA,USD
1682974739075.0,1276,B,2000.0,2.959275,ZTA,USD
1682983427150.0,1442,S,7000.0,2.93835,ZTA,USD
1682910333025.0,207,B,6000.0,2.9054,ZTA,USD
1682971417225.0,1217,B,9000.0,2.951125,ZTA,USD
1682912962425.0,260,B,7000.0,2.897575,ZTA,USD
1682917514575.0,351,S,10000.0,2.9017500000000003,ZTA,USD
1683067263875.0,2958,B,3000.0,2.9462,ZTA,USD
1682912745425.0,254,B,1000.0,2.898425,ZTA,USD
1683065059850.0,2918,S,8000.0,2.943875,ZTA,USD
1682899924475.0,60,S,9000.0,2.89615,ZTA,USD
1683002945150.0,1834,S,8000.0,2.939425,ZTA,USD
1682965557150.0,1122,S,9000.0,2.954075,ZTA,USD
1683060949950.0,2851,S,8000.0,2.928825,ZTA,USD
1682905705525.0,118,S,9000.0,2.905125,ZTA,USD
1682914175375.0,280,B,8000.0,2.8956999999999997,ZTA,USD
1682907980750.0,169,S,2000.0,2.9019999999999997,ZTA,USD
