ts_ms,trade_id,side,size,px,lhs_ccy,rhs_ccy
1683023461275.0,2172,B,7000.0,1.477125,GMMA,USD
1683044713675.0,2561,S,5000.0,1.50015,GMMA,USD
1682998892425.0,1769,B,4000.0,1.514075,GMMA,USD
1683042647250.0,2508,S,4000.0,1.4979749999999998,GMMA,USD
1683013180175.0,2000,B,9000.0,1.477225,GMMA,USD
1683048087875.0,2619,B,9000.0,1.491125,GMMA,USD
1682930957250.0,643,S,2000.0,1.523375,GMMA,USD
1683010495575.0,1964,S,5000.0,1.48475,GMMA,USD
1683053799050.0,2723,B,7000.0,1.4831,GMMA,USD
1683002681950.0,1847,S,1000.0,1.4931249999999998,GMMA,USD
1682961934625.0,1111,B,4000.0,1.493725,GMMA,USD
1683001362350.0,1820,S,8000.0,1.5028000000000001,GMMA,USD
1683003046850.0,1855,B,8000.0,1.483875,GMMA,USD
1682997861825.0,1756,S,1000.0,1.51925,GMMA,USD
1682946185275.0,871,B,7000.0,1.499475,GMMA,USD
1683030538550.0,2284,S,4000.0,1.4865249999999999,GMMA,USD
1683022314075.0,2142,B,7000.0,1.477625,GMMA,USD
1682938651450.0,759,B,10000.0,1.519175,GMMA,USD
1682935108150.0,693,S,4000.0,1.524375,GMMA,USD
1682985081450.0,1553,S,4000.0,1.4978250000000002,GMMA,USD
1682958094825.0,1039,S,6000.0,1.494175,GMMA,USD
1683014787025.0,2025,B,1000.0,1.474025,GMMA,USD
1682930934350.0,638,S,9000.0,1.522525,GMMA,USD
1683030923125.0,2288,S,1000.0,1.492175,GMMA,USD
1682980648725.0,1446,S,3000.0,1.50465,GMMA,USD
1683044714350.0,2562,S,4000.0,1.5002,GMMA,USD
1683060507575.0,2850,S,3000.0,1.4534250000000002,GMMA,USD
1682921206075.0,466,S,5000.0,1.4939749999999998,GMMA,USD
1683047835075.0,2616,B,7000.0,1.494275,GMMA,USD
1683002177675.0,1836,B,6000.0,1.499125,GMMA,USD
1682946019325.0,859,S,8000.0,1.501425,GMMA,USD
1683041296425.0,2475,B,4000.0,1.4964499999999998,GMMA,USD
1682931915675.0,654,S,7000.0,1.521375,GMMA,USD
1682925043125.0,523,B,6000.0,1.5046499999999998,GMMA,USD
1683042764125.0,2515,S,1000.0,1.4989249999999998,GMMA,USD
1682996393975.0,1728,B,1000.0,1.5135,GMMA,USD
1683039376425.0,2448,S,6000.0,1.4999,GMMA,USD
1682925080325.0,524,S,10000.0,1.50435,GMMA,USD
1683060733225.0,2854,S,10000.0,1.4556250000000002,GMMA,USD
1683044704925.0,2560,S,3000.0,1.4993,GMMA,USD
1682951240125.0,927,B,9000.0,1.504475,GMMA,USD
1683057430575.0,2786,B,9000.0,1.460675,GMMA,USD
1682904489025.0,143,B,9000.0,1.5039500000000001,GMMA,USD
1682984706150.0,1543,S,1000.0,1.5042250000000001,GMMA,USD
1682935997425.0,715,S,1000.0,1.522525,GMMA,USD
1682967682675.0,1214,B,3000.0,1.4934,GMMA,USD
1683051507325.0,2685,S,1000.0,1.4907249999999999,GMMA,USD
1682977088950.0,1353,S,9000.0,1.514675,GMMA,USD
1682936148425.0,718,B,5000.0,1.5227249999999999,GMMA,USD
1682911834775.0,278,S,5000.0,1.507525,GMMA,USD
1683054519375.0,2733,S,4000.0,1.485325,GMMA,USD
1682967683650.0,1216,B,3000.0,1.49325,GMMA,USD
1683062080725.0,2874,B,9000.0,1.44835,GMMA,USD
1682940848675.0,783,B,1000.0,1.515125,GMMA,USD
1682904415150.0,140,S,2000.0,1.5042499999999999,GMMA,USD
1682917937675.0,403,S,4000.0,1.50915,GMMA,USD
1682990285775.0,1640,B,7000.0,1.494225,GMMA,USD
1682938326950.0,752,B,3000.0,1.522025,GMMA,USD
1682917072250.0,382,S,2000.0,1.516225,GMMA,USD
1682930388950.0,616,B,5000.0,1.519125,GMMA,USD
1682975796275.0,1336,B,10000.0,1.5161499999999999,GMMA,USD
1682919554925.0,425,B,1000.0,1.5076749999999999,GMMA,USD
1682923419750.0,488,B,4000.0,1.5028499999999998,GMMA,USD
1682911766550.0,277,B,5000.0,1.504325,GMMA,USD
1683001418475.0,1824,S,2000.0,1.5019,GMMA,USD
1682980779625.0,1451,S,7000.0,1.5059500000000001,GMMA,USD
1683024010775.0,2189,S,3000.0,1.477525,GMMA,USD
1683019957750.0,2101,S,5000.0,1.473225,GMMA,USD
1683026290225.0,2217,S,5000.0,1.4864249999999999,GMMA,USD
1683026291750.0,2223,S,7000.0,1.486775,GMMA,USD
1682934231150.0,684,B,4000.0,1.5228249999999999,GMMA,USD
1682933158375.0,674,S,7000.0,1.5259749999999999,GMMA,USD
1682954442275.0,976,S,10000.0,1.5016,GMMA,USD
1682917648975.0,388,B,2000.0,1.5112,GMMA,USD
1682985206150.0,1555,S,3000.0,1.499225,GMMA,USD
1682952420750.0,950,S,1000.0,1.501525,GMMA,USD
1682927186875.0,553,B,4000.0,1.503625,GMMA,USD
1683008757275.0,1951,S,8000.0,1.47455,GMMA,USD
1682978492750.0,1376,S,8000.0,1.50515,GMMA,USD
1682917648650.0,386,B,4000.0,1.51135,GMMA,USD
1682908359050.0,211,B,10000.0,1.509425,GMMA,USD
1683047694350.0,2611,B,7000.0,1.4914749999999999,GMMA,USD
1683058326775.0,2813,S,5000.0,1.4574250000000002,GMMA,USD
1682968141150.0,1223,B,6000.0,1.490575,GMMA,USD
1682907692725.0,203,S,6000.0,1.5103,GMMA,USD
1683046895350.0,2604,S,9000.0,1.4987249999999999,GMMA,USD
1682923931650.0,498,B,9000.0,1.506,GMMA,USD
1682990856275.0,1650,S,1000.0,1.49645,GMMA,USD
1682914002150.0,337,S,8000.0,1.50285,GMMA,USD
1682997224675.0,1740,S,5000.0,1.5142,GMMA,USD
1683046895050.0,2602,S,9000.0,1.498575,GMMA,USD
1683041974575.0,2486,B,3000.0,1.500075,GMMA,USD
1682909465525.0,228,B,3000.0,1.505325,GMMA,USD
1683020698475.0,2122,B,4000.0,1.474925,GMMA,USD
1683061174850.0,2863,B,10000.0,1.448825,GMMA,USD
1682972718650.0,1287,S,4000.0,1.5058,GMMA,USD
1683036513050.0,2387,B,3000.0,1.492375,GMMA,USD
1682910120875.0,252,S,1000.0,1.50425,GMMA,USD
1682963710350.0,1149,B,4000.0,1.48985,GMMA,USD
1683038849475.0,2441,S,7000.0,1.499375,GMMA,USD
1682962795025.0,1133,S,6000.0,1.4947000000000001,GMMA,USD
1683032723550.0,2320,S,7000.0,1.4865249999999999,GMMA,USD
1682982808750.0,1508,B,1000.0,1.5062250000000001,GMMA,USD
1682988290975.0,1596,B,2000.0,1.50075,GMMA,USD
1683012180450.0,1984,S,3000.0,1.4796749999999999,GMMA,USD
1683040510275.0,2468,S,3000.0,1.50265,GMMA,USD
1683000760050.0,1809,S,4000.0,1.49815,GMMA,USD
1682897149375.0,21,B,4000.0,1.5051999999999999,GMMA,USD
1683032725250.0,2327,S,3000.0,1.487225,GMMA,USD
1683067143150.0,2945,B,6000.0,1.4609999999999999,GMMA,USD
1682956881725.0,1013,S,5000.0,1.4980749999999998,GMMA,USD
1682924551725.0,512,S,8000.0,1.5034500000000002,GMMA,USD
1682960100050.0,1064,S,10000.0,1.49325,GMMA,USD
1682906646175.0,183,S,5000.0,1.5115750000000001,GMMA,USD
1682974634775.0,1311,S,9000.0,1.5138250000000002,GMMA,USD
1682901563950.0,79,B,1000.0,1.5015999999999998,GMMA,USD
1683060229525.0,2837,B,9000.0,1.451425,GMMA,USD
1682908272950.0,208,S,7000.0,1.5135249999999998,GMMA,USD
1683038498950.0,2429,B,2000.0,1.4937749999999999,GMMA,USD
1682997743825.0,1751,S,3000.0,1.51685,GMMA,USD
1682934866325.0,689,B,3000.0,1.525725,GMMA,USD
1683003377150.0,1863,S,3000.0,1.486675,GMMA,USD
1682913299425.0,323,S,2000.0,1.5061,GMMA,USD
1682912896475.0,311,S,8000.0,1.508125,GMMA,USD
1682948811775.0,897,S,7000.0,1.499425,GMMA,USD
1682993036225.0,1687,B,4000.0,1.512675,GMMA,USD
1682896528550.0,9,S,8000.0,1.506275,GMMA,USD
1683061931350.0,2868,B,8000.0,1.4473,GMMA,USD
1682980823925.0,1458,S,8000.0,1.5079500000000001,GMMA,USD
1683040392550.0,2460,S,9000.0,1.50465,GMMA,USD
1683068210250.0,2956,B,3000.0,1.465225,GMMA,USD
1682997771750.0,1754,S,10000.0,1.5164,GMMA,USD
1682954046625.0,971,B,8000.0,1.49965,GMMA,USD
1682920970125.0,460,B,3000.0,1.495425,GMMA,USD
1682945806175.0,849,B,4000.0,1.502125,GMMA,USD
1683068392950.0,2960,S,6000.0,1.470325,GMMA,USD
1683061907025.0,2866,B,5000.0,1.4475,GMMA,USD
1682995479025.0,1723,B,2000.0,1.511975,GMMA,USD
1683004942025.0,1885,S,8000.0,1.48205,GMMA,USD
1683014169375.0,2012,B,2000.0,1.477525,GMMA,USD
1683001423625.0,1827,S,1000.0,1.5028000000000001,GMMA,USD
1683066306125.0,2934,S,10000.0,1.4625000000000001,GMMA,USD
1682909854450.0,240,B,5000.0,1.50365,GMMA,USD
1683060043175.0,2833,B,1000.0,1.450525,GMMA,USD
1683012098625.0,1981,S,5000.0,1.479075,GMMA,USD
1682975795625.0,1333,B,3000.0,1.5164,GMMA,USD
1682994767250.0,1705,B,9000.0,1.518025,GMMA,USD
1683034370825.0,2346,S,1000.0,1.482575,GMMA,USD
1683031877675.0,2305,B,4000.0,1.4856749999999999,GMMA,USD
1683025606850.0,2207,S,8000.0,1.4857749999999998,GMMA,USD
1682943800825.0,825,S,5000.0,1.5168249999999999,GMMA,USD
1682932917850.0,667,S,8000.0,1.527425,GMMA,USD
1682965045450.0,1177,B,4000.0,1.492225,GMMA,USD
1682968513575.0,1229,S,6000.0,1.490775,GMMA,USD
1683014650050.0,2020,S,2000.0,1.475025,GMMA,USD
1682897149750.0,22,B,4000.0,1.5050999999999999,GMMA,USD
1683038650225.0,2432,S,10000.0,1.493275,GMMA,USD
1682951674575.0,932,S,8000.0,1.504025,GMMA,USD
1682976195975.0,1344,B,5000.0,1.52355,GMMA,USD
1682927610025.0,560,B,5000.0,1.506175,GMMA,USD
1683065391825.0,2922,B,6000.0,1.452725,GMMA,USD
1682931931675.0,657,S,7000.0,1.521825,GMMA,USD
1683060485050.0,2847,S,8000.0,1.4520250000000001,GMMA,USD
1683057122875.0,2784,S,7000.0,1.46695,GMMA,USD
1682917886250.0,401,B,4000.0,1.5087,GMMA,USD
1682960839050.0,1084,S,8000.0,1.491175,GMMA,USD
1682924115625.0,506,S,5000.0,1.5078,GMMA,USD
1682965045325.0,1176,B,2000.0,1.492325,GMMA,USD
1682951836375.0,936,B,9000.0,1.504475,GMMA,USD
1682905084225.0,161,B,6000.0,1.4986,GMMA,USD
1682974407175.0,1306,B,6000.0,1.512425,GMMA,USD
1682988602625.0,1602,B,3000.0,1.5024,GMMA,USD
1683038962775.0,2445,B,9000.0,1.4988,GMMA,USD
1682899727850.0,55,B,10000.0,1.5001,GMMA,USD
1682948316025.0,888,B,10000.0,1.497175,GMMA,USD
1683060043025.0,2832,B,9000.0,1.450575,GMMA,USD
1682943689850.0,824,B,10000.0,1.514775,GMMA,USD
1683028940575.0,2270,B,3000.0,1.487925,GMMA,USD
1683017904650.0,2079,S,9000.0,1.478775,GMMA,USD
1682986625250.0,1578,B,10000.0,1.507625,GMMA,USD
1683057770450.0,2801,B,3000.0,1.454375,GMMA,USD
1682975423025.0,1327,S,10000.0,1.51495,GMMA,USD
1683066797925.0,2939,S,3000.0,1.4598,GMMA,USD
1683013338350.0,2001,S,3000.0,1.479875,GMMA,USD
1683009374275.0,1954,S,2000.0,1.4876500000000001,GMMA,USD
1683003890525.0,1873,S,5000.0,1.48765,GMMA,USD
1683034145250.0,2344,B,4000.0,1.480375,GMMA,USD
1683006338050.0,1914,S,8000.0,1.484325,GMMA,USD
1682965448150.0,1184,S,10000.0,1.4937749999999999,GMMA,USD
1682989255775.0,1620,B,7000.0,1.496225,GMMA,USD
1683042930350.0,2519,B,5000.0,1.496075,GMMA,USD
1682902563450.0,97,B,10000.0,1.4977,GMMA,USD
1683021145225.0,2130,S,3000.0,1.479625,GMMA,USD
1683046601375.0,2599,B,9000.0,1.49785,GMMA,USD
1683022631050.0,2154,B,2000.0,1.478475,GMMA,USD
1682902286725.0,93,S,7000.0,1.50215,GMMA,USD
1682999802050.0,1783,B,8000.0,1.5040499999999999,GMMA,USD
1682982808450.0,1507,B,1000.0,1.506275,GMMA,USD
1682988097650.0,1594,B,3000.0,1.4950999999999999,GMMA,USD
1683058697050.0,2814,S,1000.0,1.46,GMMA,USD
1683042348825.0,2503,S,2000.0,1.503925,GMMA,USD
1683050406775.0,2668,B,2000.0,1.49185,GMMA,USD
1683024265350.0,2196,S,4000.0,1.477625,GMMA,USD
1682978378050.0,1374,B,2000.0,1.50235,GMMA,USD
1682977432225.0,1356,S,2000.0,1.514475,GMMA,USD
1682957217775.0,1015,B,5000.0,1.492925,GMMA,USD
1682907476675.0,198,B,8000.0,1.5085,GMMA,USD
1683032467125.0,2312,B,2000.0,1.488125,GMMA,USD
1683006210775.0,1906,B,2000.0,1.484975,GMMA,USD
1683047694550.0,2612,B,9000.0,1.491425,GMMA,USD
1683005070050.0,1886,B,1000.0,1.4818500000000001,GMMA,USD
1682947756275.0,882,B,5000.0,1.498875,GMMA,USD
1683044683250.0,2553,S,5000.0,1.49855,GMMA,USD
1682928727750.0,579,B,2000.0,1.514425,GMMA,USD
1682998891875.0,1767,B,9000.0,1.514275,GMMA,USD
1682935800475.0,705,S,9000.0,1.521725,GMMA,USD
1683011193925.0,1969,S,6000.0,1.48255,GMMA,USD
1683015386025.0,2034,B,4000.0,1.4726249999999999,GMMA,USD
1683063171450.0,2891,S,4000.0,1.4564750000000002,GMMA,USD
1683006785875.0,1924,S,2000.0,1.483425,GMMA,USD
1683006350475.0,1920,S,9000.0,1.485225,GMMA,USD
1682986523125.0,1574,S,7000.0,1.5079,GMMA,USD
1682951442050.0,928,B,10000.0,1.5027249999999999,GMMA,USD
1682957621150.0,1025,B,6000.0,1.4895749999999999,GMMA,USD
1682938250475.0,749,S,5000.0,1.5238749999999999,GMMA,USD
1682977088750.0,1352,S,8000.0,1.514575,GMMA,USD
1683012180625.0,1985,S,4000.0,1.479725,GMMA,USD
1682927967050.0,566,B,10000.0,1.506225,GMMA,USD
1682990731325.0,1647,S,6000.0,1.4962,GMMA,USD
1682958216625.0,1046,B,3000.0,1.49405,GMMA,USD
1683044918325.0,2566,B,2000.0,1.5018,GMMA,USD
1682999668025.0,1780,S,7000.0,1.5079,GMMA,USD
1682910179475.0,255,B,6000.0,1.5047,GMMA,USD
1682959792425.0,1059,S,6000.0,1.49835,GMMA,USD
1682912861350.0,308,S,4000.0,1.506675,GMMA,USD
1682919555250.0,426,B,1000.0,1.507625,GMMA,USD
1682986523375.0,1575,S,2000.0,1.508,GMMA,USD
1682935059075.0,691,S,9000.0,1.5252249999999998,GMMA,USD
1682970116650.0,1252,B,3000.0,1.4936999999999998,GMMA,USD
1682944388450.0,830,S,8000.0,1.511375,GMMA,USD
1682967156125.0,1211,S,7000.0,1.4947,GMMA,USD
1683065059125.0,2913,S,6000.0,1.452825,GMMA,USD
1683014645175.0,2018,S,7000.0,1.474375,GMMA,USD
1682931915825.0,655,S,4000.0,1.521425,GMMA,USD
1682981729975.0,1482,S,6000.0,1.516075,GMMA,USD
1682980570075.0,1439,B,2000.0,1.5027,GMMA,USD
1683000688150.0,1804,B,10000.0,1.49695,GMMA,USD
1682969331550.0,1239,B,2000.0,1.495575,GMMA,USD
1682952072325.0,943,B,9000.0,1.501925,GMMA,USD
1682937577375.0,737,B,10000.0,1.5229249999999999,GMMA,USD
1682961863475.0,1110,B,4000.0,1.493325,GMMA,USD
1683003534950.0,1868,S,9000.0,1.488175,GMMA,USD
1683022493075.0,2151,S,3000.0,1.4768249999999998,GMMA,USD
1683053940025.0,2726,S,6000.0,1.4847,GMMA,USD
1682939069450.0,768,B,8000.0,1.518225,GMMA,USD
1682912174025.0,290,B,9000.0,1.506325,GMMA,USD
1682960228750.0,1073,B,3000.0,1.4926,GMMA,USD
1683057649875.0,2792,S,2000.0,1.457675,GMMA,USD
1683014055550.0,2010,S,10000.0,1.4764249999999999,GMMA,USD
1683049937350.0,2653,B,5000.0,1.49095,GMMA,USD
1682912652850.0,302,B,10000.0,1.5046249999999999,GMMA,USD
1682931278275.0,648,B,2000.0,1.519125,GMMA,USD
1682981621225.0,1478,B,5000.0,1.511325,GMMA,USD
1682928262675.0,572,B,6000.0,1.506525,GMMA,USD
1683041296650.0,2476,B,1000.0,1.4963499999999998,GMMA,USD
1683064922025.0,2905,B,8000.0,1.4519,GMMA,USD
1682982809175.0,1511,B,8000.0,1.506025,GMMA,USD
1682911999925.0,284,S,3000.0,1.506525,GMMA,USD
1682935800725.0,707,S,6000.0,1.521925,GMMA,USD
1682903952750.0,130,B,7000.0,1.500625,GMMA,USD
1682998312225.0,1761,B,4000.0,1.518775,GMMA,USD
1682909899875.0,244,B,2000.0,1.5016,GMMA,USD
1682899658650.0,54,S,9000.0,1.5011999999999999,GMMA,USD
1682923736775.0,494,S,3000.0,1.5063000000000002,GMMA,USD
1683046989925.0,2605,B,2000.0,1.496975,GMMA,USD
1683034889975.0,2351,B,7000.0,1.483825,GMMA,USD
1683042647450.0,2509,S,5000.0,1.4980749999999998,GMMA,USD
1682976438575.0,1349,B,7000.0,1.520075,GMMA,USD
1683055680250.0,2753,S,5000.0,1.4754749999999999,GMMA,USD
1682922453775.0,482,B,2000.0,1.49395,GMMA,USD
1682981557475.0,1471,B,5000.0,1.508925,GMMA,USD
1682978107825.0,1368,S,3000.0,1.50745,GMMA,USD
1682923664025.0,492,S,6000.0,1.5036500000000002,GMMA,USD
1682963899525.0,1153,S,3000.0,1.4895,GMMA,USD
1682914895175.0,354,S,1000.0,1.5092500000000002,GMMA,USD
1682989885025.0,1628,S,6000.0,1.497225,GMMA,USD
1683049938950.0,2656,B,1000.0,1.4907,GMMA,USD
1682897706650.0,30,B,4000.0,1.49915,GMMA,USD
1683026290025.0,2216,S,1000.0,1.486325,GMMA,USD
1682913588750.0,331,B,9000.0,1.5088499999999998,GMMA,USD
1683031465775.0,2294,S,4000.0,1.487925,GMMA,USD
1683068393225.0,2961,S,1000.0,1.470425,GMMA,USD
1682919723175.0,427,B,9000.0,1.508475,GMMA,USD
1682945958475.0,857,S,2000.0,1.500325,GMMA,USD
1682914787825.0,352,S,9000.0,1.51035,GMMA,USD
1682973725125.0,1298,S,8000.0,1.5166250000000001,GMMA,USD
1682929850575.0,598,S,8000.0,1.5167249999999999,GMMA,USD
1683016451775.0,2051,B,5000.0,1.476075,GMMA,USD
1683001040925.0,1814,S,10000.0,1.50085,GMMA,USD
1682980217275.0,1429,S,7000.0,1.5018500000000001,GMMA,USD
1683035362850.0,2365,S,3000.0,1.4905249999999999,GMMA,USD
1683053798925.0,2722,B,2000.0,1.4832,GMMA,USD
1683057768475.0,2794,B,7000.0,1.454925,GMMA,USD
1683011905425.0,1980,B,5000.0,1.481275,GMMA,USD
1683015223450.0,2033,B,9000.0,1.4695749999999999,GMMA,USD
1682906423550.0,181,S,2000.0,1.5101250000000002,GMMA,USD
1683062799550.0,2880,S,9000.0,1.4545750000000002,GMMA,USD
1683036542075.0,2389,S,4000.0,1.493375,GMMA,USD
1682970048625.0,1250,B,3000.0,1.4949,GMMA,USD
1682935303675.0,697,S,3000.0,1.527375,GMMA,USD
1682900844550.0,67,S,7000.0,1.5032750000000001,GMMA,USD
1683037214250.0,2406,B,7000.0,1.492025,GMMA,USD
1683063922625.0,2896,S,5000.0,1.45695,GMMA,USD
1682963872625.0,1152,B,5000.0,1.4889999999999999,GMMA,USD
1682919052250.0,416,S,5000.0,1.5075,GMMA,USD
1682915733650.0,367,B,6000.0,1.508425,GMMA,USD
1682949519775.0,908,B,8000.0,1.501375,GMMA,USD
1683046276875.0,2591,B,6000.0,1.49725,GMMA,USD
1682967155450.0,1209,S,5000.0,1.49455,GMMA,USD
1682994272750.0,1695,B,1000.0,1.52135,GMMA,USD
1683049333075.0,2639,B,3000.0,1.4901499999999999,GMMA,USD
1682928921725.0,584,S,1000.0,1.515625,GMMA,USD
1682912653275.0,304,B,7000.0,1.504475,GMMA,USD
1683042510375.0,2504,S,2000.0,1.501275,GMMA,USD
1683038414850.0,2428,B,9000.0,1.494275,GMMA,USD
1682904896325.0,155,B,8000.0,1.502,GMMA,USD
1682931163625.0,646,B,1000.0,1.520775,GMMA,USD
1682922762275.0,483,S,5000.0,1.4993,GMMA,USD
1682916615175.0,374,B,5000.0,1.507425,GMMA,USD
1682981797825.0,1485,S,4000.0,1.516775,GMMA,USD
1682930891225.0,631,B,5000.0,1.5217749999999999,GMMA,USD
1682908143825.0,207,B,6000.0,1.5149,GMMA,USD
1682980347425.0,1434,S,7000.0,1.50075,GMMA,USD
1682910239825.0,260,S,7000.0,1.50515,GMMA,USD
1682914692375.0,351,B,10000.0,1.5078999999999998,GMMA,USD
1682920272775.0,442,B,8000.0,1.498025,GMMA,USD
1682910179325.0,254,B,1000.0,1.5048,GMMA,USD
1683032442550.0,2308,B,4000.0,1.488375,GMMA,USD
1682900177975.0,60,B,9000.0,1.498775,GMMA,USD
1683034006725.0,2337,B,8000.0,1.480375,GMMA,USD
1682970405975.0,1256,B,4000.0,1.49155,GMMA,USD
1682969223225.0,1233,S,10000.0,1.498225,GMMA,USD
1683001077675.0,1818,S,5000.0,1.5024000000000002,GMMA,USD
1682911845675.0,280,S,8000.0,1.5073249999999998,GMMA,USD
1682905827350.0,169,B,2000.0,1.502275,GMMA,USD
1682979726450.0,1419,B,1000.0,1.497975,GMMA,USD
1682927151925.0,551,S,3000.0,1.504125,GMMA,USD
1683061174475.0,2862,B,9000.0,1.448875,GMMA,USD
1683045283750.0,2572,B,1000.0,1.499,GMMA,USD
1683063918425.0,2895,S,6000.0,1.4565,GMMA,USD
1682950158325.0,920,S,2000.0,1.497175,GMMA,USD
1683035531950.0,2371,S,8000.0,1.489825,GMMA,USD
1682943869925.0,828,S,2000.0,1.5179749999999999,GMMA,USD
1682951227175.0,925,S,2000.0,1.505475,GMMA,USD
1683017444650.0,2071,B,2000.0,1.474275,GMMA,USD
1683066364950.0,2936,S,3000.0,1.4616,GMMA,USD
1682931931550.0,656,S,9000.0,1.5217749999999999,GMMA,USD
1683035140950.0,2361,S,6000.0,1.4905249999999999,GMMA,USD
1682993097550.0,1688,S,2000.0,1.512725,GMMA,USD
1682967773825.0,1217,S,9000.0,1.49475,GMMA,USD
1682970471025.0,1257,S,4000.0,1.4913500000000002,GMMA,USD
1682938651325.0,758,B,10000.0,1.519225,GMMA,USD
1683036115550.0,2384,B,10000.0,1.491525,GMMA,USD
1683053937150.0,2725,S,8000.0,1.48435,GMMA,USD
1682913588275.0,329,B,5000.0,1.509,GMMA,USD
1682953260875.0,964,S,10000.0,1.5032500000000002,GMMA,USD
1682947990725.0,884,S,3000.0,1.498025,GMMA,USD
1683062557450.0,2878,S,2000.0,1.45035,GMMA,USD
1682979661875.0,1410,S,9000.0,1.502375,GMMA,USD
1682930059825.0,605,B,1000.0,1.517425,GMMA,USD
1683060485175.0,2848,S,6000.0,1.452125,GMMA,USD
1683060484750.0,2845,S,5000.0,1.4519250000000001,GMMA,USD
